merchant_key,merchant_name,category,address,longitude,latitude,avg_price_cent,merchant_rating,business_status,review_key,review_content,review_rating,reviewed_at,author_ref,tags,owner_username
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r00,服务员特别热情，推荐的新鲜度果然好吃。,4.4,2026-06-10T20:00:00,食客_001_01,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r01,种类很丰富，新鲜度随便点都不踩雷。,4.4,2026-05-22T21:00:00,食客_001_02,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r02,价格高得离谱，环境太吵了，不值这个价。,1.1,2026-06-12T02:00:00,食客_001_03,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r03,位置好找，就在路边，新鲜度值得专门跑一趟。,4.9,2026-04-13T21:00:00,食客_001_04,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r04,不算难吃，但味道也没什么亮点。,3.4,2026-07-08T22:00:00,食客_001_05,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r05,等了二十分钟才上菜，出餐速度勉强及格。,3.3,2026-04-01T22:00:00,食客_001_06,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r06,环境超赞，适合约会，新鲜度也加分。,4.9,2026-06-11T14:00:00,食客_001_07,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r07,带着孩子去的，环境太吵了，一点都不亲子友好。,2.1,2026-05-15T02:00:00,食客_001_08,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r08,朋友聚会选对了地方，新鲜度大家都满意。,4.9,2026-04-29T03:00:00,食客_001_09,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r09,味道真的绝了，新鲜度特别棒，下次还要来！,5.0,2026-05-14T00:00:00,食客_001_10,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r10,价格不算贵，loud还算对得起价格。,3.7,2026-07-02T18:00:00,食客_001_11,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r11,周边好停车，味道也没让人失望。,4.5,2026-06-24T20:00:00,食客_001_12,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r12,中午来吃个工作餐，出餐速度出餐快又好吃。,4.3,2026-04-26T20:00:00,食客_001_13,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r13,第一次来，味道体验一般，可能不会专门再来。,3.2,2026-03-11T16:00:00,食客_001_14,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r14,外卖点了好几次了，新鲜度包装好味道也在线。,4.4,2026-04-23T20:00:00,食客_001_15,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r15,带着孩子去的，环境太吵了，一点都不亲子友好。,1.1,2026-04-23T16:00:00,食客_001_16,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r16,装修很用心，新鲜度在这样的环境里更美味了。,4.4,2026-03-26T22:00:00,食客_001_17,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r17,服务态度太差，上菜等了一个小时，气得不行。,1.2,2026-06-09T21:00:00,食客_001_18,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r18,服务员特别热情，推荐的味道果然好吃。,4.3,2026-07-07T18:00:00,食客_001_19,鱼;火锅,demo-merchant
demo50-m00,老码头鲜鱼火锅,火锅,锦江区滨江路12号,104.081,30.652,8800,4.6,OPEN,demo50-m00-r19,等了快一个小时，环境太吵了，体验极差。,2.0,2026-04-03T18:00:00,食客_001_20,鱼;火锅,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r00,路过随便吃吃的，味道中规中矩不出错。,3.2,2026-04-10T22:00:00,食客_002_01,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r01,团购来的，味道对得起团购价吧。,3.7,2026-04-05T18:00:00,食客_002_02,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r02,朋友聚会选对了地方，性价比大家都满意。,4.7,2026-04-19T02:00:00,食客_002_03,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r03,人多等了会儿，卫生上来的时候已经凉了些。,2.8,2026-05-25T21:00:00,食客_002_04,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r04,路过随便吃吃的，卫生中规中矩不出错。,3.3,2026-04-03T21:00:00,食客_002_05,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r05,在附近办事顺便来的，味道无功无过。,2.9,2026-04-27T14:00:00,食客_002_06,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r06,位置好找，就在路边，性价比值得专门跑一趟。,4.7,2026-04-06T17:00:00,食客_002_07,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r07,价格不算贵，卫生还算对得起价格。,3.1,2026-05-01T15:00:00,食客_002_08,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r08,一般般吧，味道没有什么特别惊艳的地方。,2.8,2026-06-07T15:00:00,食客_002_09,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r09,店里氛围很好，性价比配合着特别惬意。,4.0,2026-04-04T17:00:00,食客_002_10,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r10,不会再去了，卫生条件太差了，反正周边选择很多。,2.5,2026-04-29T17:00:00,食客_002_11,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r11,上错了菜还不承认，去了根本没有座位，服务太差了。,1.7,2026-04-22T21:00:00,食客_002_12,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r12,菜单上的味道基本都试过了，每样都很稳。,4.9,2026-03-22T19:00:00,食客_002_13,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r13,不会再去了，去了根本没有座位，反正周边选择很多。,1.1,2026-05-25T21:00:00,食客_002_14,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r14,过节涨价就算了，卫生条件太差了，品质还降了。,2.3,2026-05-19T00:00:00,食客_002_15,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r15,实物跟图片差太远，卫生条件太差了，太失望了。,1.4,2026-05-14T04:00:00,食客_002_16,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r16,卫生堪忧，去了根本没有座位，看到就不想吃了。,1.7,2026-04-28T04:00:00,食客_002_17,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r17,经常来吃，性价比每次都很稳定。,4.5,2026-03-28T00:00:00,食客_002_18,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r18,叫了外卖超时一个多小时，卫生条件太差了，到了都凉了。,1.8,2026-05-23T22:00:00,食客_002_19,川菜,demo-merchant
demo50-m01,巷子深川菜馆,川菜,青羊区窄巷子8号,104.056,30.669,6200,4.3,OPEN,demo50-m01-r19,装修很用心，味道在这样的环境里更美味了。,4.1,2026-03-29T22:00:00,食客_002_20,川菜,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r00,份量适中，新鲜度吃完刚刚好，不多不少。,3.5,2026-04-01T16:00:00,食客_003_01,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r01,说是现做的但明显是预制菜，价格虚高，太假了。,1.1,2026-03-30T22:00:00,食客_003_02,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r02,太难吃了，价格虚高，绝对不会再来了。,2.0,2026-04-19T20:00:00,食客_003_03,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r03,性价比炸裂，新鲜度比同价位高出一大截。,4.8,2026-03-20T15:00:00,食客_003_04,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r04,中午来吃个工作餐，新鲜度出餐快又好吃。,4.7,2026-05-01T17:00:00,食客_003_05,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r05,开在商场里，性价比跟同层其他店差不多水平。,3.6,2026-06-11T23:00:00,食客_003_06,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r06,没想到这个价位能吃到这么好的新鲜度，太划算了。,4.7,2026-03-29T02:00:00,食客_003_07,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r07,种类很丰富，卖相随便点都不踩雷。,4.3,2026-06-15T20:00:00,食客_003_08,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r08,朋友聚会选对了地方，卖相大家都满意。,4.8,2026-03-13T17:00:00,食客_003_09,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r09,外卖点了好几次了，性价比包装好味道也在线。,4.5,2026-06-29T04:00:00,食客_003_10,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r10,环境超赞，适合约会，卖相也加分。,4.7,2026-06-01T17:00:00,食客_003_11,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r11,看了推荐点的，卖相果然名不虚传。,4.3,2026-07-03T23:00:00,食客_003_12,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r12,环境超赞，适合约会，新鲜度也加分。,4.7,2026-04-23T23:00:00,食客_003_13,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r13,带外地朋友来的，朋友对性价比赞不绝口。,4.6,2026-06-14T02:00:00,食客_003_14,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r14,半夜肚子疼，价格虚高，怀疑食材有问题。,1.2,2026-03-29T19:00:00,食客_003_15,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r15,带爸妈来的，老人特别喜欢卖相这家。,4.2,2026-05-25T18:00:00,食客_003_16,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r16,调味偏淡了，新鲜度中规中矩，不难吃也不惊艳。,2.7,2026-03-24T15:00:00,食客_003_17,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r17,看评价挺高来的，实际卖相没有描述得好。,3.6,2026-05-10T03:00:00,食客_003_18,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r18,服务员特别热情，推荐的卖相果然好吃。,4.8,2026-05-19T22:00:00,食客_003_19,日料,demo-merchant
demo50-m02,樱花寿司屋,日料,武侯区桐梓林北路32号,104.064,30.538,13500,4.8,OPEN,demo50-m02-r19,菜单上的新鲜度基本都试过了，每样都很稳。,4.5,2026-03-28T03:00:00,食客_003_20,日料,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r00,环境还行，loud不功不过。,3.7,2026-04-16T00:00:00,食客_004_01,烧烤,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r01,装修很用心，味道在这样的环境里更美味了。,4.0,2026-07-05T19:00:00,食客_004_02,烧烤,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r02,菜单上的卫生基本都试过了，每样都很稳。,4.7,2026-03-21T01:00:00,食客_004_03,烧烤,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r03,价格不算贵，味道还算对得起价格。,3.2,2026-03-28T21:00:00,食客_004_04,烧烤,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r04,位置好找，就在路边，味道值得专门跑一趟。,4.8,2026-07-01T17:00:00,食客_004_05,烧烤,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r05,下班后跟同事来吃的，味道大家都说好。,4.7,2026-04-06T19:00:00,食客_004_06,烧烤,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r06,看评价挺高来的，实际loud没有描述得好。,3.0,2026-07-01T20:00:00,食客_004_07,烧烤,demo-merchant
demo50-m03,碳烤天下,烧烤,金牛区西安北路66号,104.043,30.682,7200,4.2,OPEN,demo50-m03-r07,说是现做的但明显是预制菜，环境太吵了，太假了。,2.0,2026-05-07T14:00:00,食客_004_08,烧烤,demo-merchant
